Year,Month,location_id,crime_count,weekday,weekend,morning,afternoon,evening,night,holiday_num,num_days,morning_rate,afternoon_rate,evening_rate,night_rate,sin_month,cos_month,time_id,crime_pct_change
2022,11,7,267,239,28,122,67,0,78,2,30,0.45692883895131087,0.250936329588015,0.0,0.29213483146067415,-0.8660254037844386,0.5000000000000001,24275,0.0
2022,12,7,246,226,20,112,75,10,49,1,31,0.45528455284552843,0.3048780487804878,0.04065040650406504,0.1991869918699187,-0.5000000000000004,0.8660254037844384,24276,-0.0786516853932584
2023,1,7,313,276,37,126,107,10,70,2,31,0.402555910543131,0.34185303514376997,0.03194888178913738,0.22364217252396165,0.0,1.0,24277,0.27235772357723587
2023,2,7,245,228,17,107,72,3,63,1,28,0.43673469387755104,0.2938775510204082,0.012244897959183673,0.2571428571428571,0.49999999999999994,0.8660254037844387,24278,-0.21725239616613423
2023,3,7,287,264,23,138,78,3,68,0,31,0.4808362369337979,0.27177700348432055,0.010452961672473868,0.23693379790940766,0.8660254037844386,0.5000000000000001,24279,0.17142857142857149
2023,4,7,267,229,38,125,73,7,62,0,30,0.4681647940074906,0.27340823970037453,0.026217228464419477,0.23220973782771537,1.0,6.123233995736766e-17,24280,-0.06968641114982577
2023,5,7,299,268,31,132,95,7,65,1,31,0.4414715719063545,0.3177257525083612,0.023411371237458192,0.21739130434782608,0.8660254037844387,-0.4999999999999998,24281,0.11985018726591767
2023,6,7,286,255,31,123,102,14,47,1,30,0.43006993006993005,0.35664335664335667,0.04895104895104895,0.16433566433566432,0.49999999999999994,-0.8660254037844387,24282,-0.04347826086956519
2023,7,7,240,213,27,120,48,11,61,1,31,0.5,0.2,0.04583333333333333,0.25416666666666665,1.2246467991473532e-16,-1.0,24283,-0.16083916083916083
2023,8,7,270,244,26,123,88,6,53,0,31,0.45555555555555555,0.32592592592592595,0.022222222222222223,0.1962962962962963,-0.4999999999999997,-0.8660254037844388,24284,0.125
2023,9,7,239,212,27,103,71,9,56,1,30,0.4309623430962343,0.29707112970711297,0.03765690376569038,0.23430962343096234,-0.8660254037844385,-0.5000000000000004,24285,-0.11481481481481481
2023,10,7,182,153,29,80,57,5,40,1,31,0.43956043956043955,0.3131868131868132,0.027472527472527472,0.21978021978021978,-1.0,-1.8369701987210297e-16,24286,-0.2384937238493724
2023,11,7,175,152,23,93,43,3,36,2,30,0.5314285714285715,0.24571428571428572,0.017142857142857144,0.2057142857142857,-0.8660254037844386,0.5000000000000001,24287,-0.038461538461538436
2023,12,7,180,163,17,80,54,8,38,1,31,0.4444444444444444,0.3,0.044444444444444446,0.2111111111111111,-0.5000000000000004,0.8660254037844384,24288,0.02857142857142847
2018,1,8,14,12,2,1,10,3,0,2,31,0.07142857142857142,0.7142857142857143,0.21428571428571427,0.0,0.0,1.0,24217,-0.9222222222222223
2018,2,8,14,9,5,2,7,3,2,1,28,0.14285714285714285,0.5,0.21428571428571427,0.14285714285714285,0.49999999999999994,0.8660254037844387,24218,0.0
2018,4,8,1,1,0,0,1,0,0,0,30,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17,24220,-0.9285714285714286
2018,5,8,16,13,3,5,9,2,0,1,31,0.3125,0.5625,0.125,0.0,0.8660254037844387,-0.4999999999999998,24221,15.0
2018,6,8,16,10,6,5,6,3,2,0,30,0.3125,0.375,0.1875,0.125,0.49999999999999994,-0.8660254037844387,24222,0.0
2018,7,8,5,3,2,0,0,2,3,0,31,0.0,0.0,0.4,0.6,1.2246467991473532e-16,-1.0,24223,-0.6875
2018,8,8,27,15,12,9,12,5,1,0,31,0.3333333333333333,0.4444444444444444,0.18518518518518517,0.037037037037037035,-0.4999999999999997,-0.8660254037844388,24224,4.4
2018,9,8,8,3,5,4,2,0,2,0,30,0.5,0.25,0.0,0.25,-0.8660254037844385,-0.5000000000000004,24225,-0.7037037037037037
2018,10,8,46,37,9,10,25,5,6,1,31,0.21739130434782608,0.5434782608695652,0.10869565217391304,0.13043478260869565,-1.0,-1.8369701987210297e-16,24226,4.75
2018,11,8,43,32,11,7,26,6,4,2,30,0.16279069767441862,0.6046511627906976,0.13953488372093023,0.09302325581395349,-0.8660254037844386,0.5000000000000001,24227,-0.06521739130434778
2018,12,8,49,37,12,11,25,11,2,1,31,0.22448979591836735,0.5102040816326531,0.22448979591836735,0.04081632653061224,-0.5000000000000004,0.8660254037844384,24228,0.13953488372093026
2019,1,8,85,61,24,15,60,10,0,2,31,0.17647058823529413,0.7058823529411765,0.11764705882352941,0.0,0.0,1.0,24229,0.7346938775510203
2019,2,8,69,57,12,20,37,10,2,1,28,0.2898550724637681,0.5362318840579711,0.14492753623188406,0.028985507246376812,0.49999999999999994,0.8660254037844387,24230,-0.18823529411764706
2019,3,8,69,44,25,23,32,10,4,0,31,0.3333333333333333,0.463768115942029,0.14492753623188406,0.057971014492753624,0.8660254037844386,0.5000000000000001,24231,0.0
2019,4,8,69,52,17,14,48,6,1,0,30,0.2028985507246377,0.6956521739130435,0.08695652173913043,0.014492753623188406,1.0,6.123233995736766e-17,24232,0.0
2019,5,8,57,36,21,6,39,10,2,1,31,0.10526315789473684,0.6842105263157895,0.17543859649122806,0.03508771929824561,0.8660254037844387,-0.4999999999999998,24233,-0.17391304347826086
2019,6,8,58,39,19,13,33,10,2,0,30,0.22413793103448276,0.5689655172413793,0.1724137931034483,0.034482758620689655,0.49999999999999994,-0.8660254037844387,24234,0.01754385964912286
2019,7,8,68,50,18,13,41,10,4,1,31,0.19117647058823528,0.6029411764705882,0.14705882352941177,0.058823529411764705,1.2246467991473532e-16,-1.0,24235,0.17241379310344818
2019,8,8,71,50,21,14,51,6,0,0,31,0.19718309859154928,0.7183098591549296,0.08450704225352113,0.0,-0.4999999999999997,-0.8660254037844388,24236,0.044117647058823595
2019,9,8,63,41,22,17,36,7,3,1,30,0.2698412698412698,0.5714285714285714,0.1111111111111111,0.047619047619047616,-0.8660254037844385,-0.5000000000000004,24237,-0.11267605633802813
2019,10,8,64,46,18,17,34,9,4,1,31,0.265625,0.53125,0.140625,0.0625,-1.0,-1.8369701987210297e-16,24238,0.015873015873015817
2019,11,8,98,69,29,11,56,30,1,2,30,0.11224489795918367,0.5714285714285714,0.30612244897959184,0.01020408163265306,-0.8660254037844386,0.5000000000000001,24239,0.53125
2019,12,8,102,71,31,27,55,14,6,1,31,0.2647058823529412,0.5392156862745098,0.13725490196078433,0.058823529411764705,-0.5000000000000004,0.8660254037844384,24240,0.04081632653061229
2020,1,8,108,84,24,26,56,21,5,2,31,0.24074074074074073,0.5185185185185185,0.19444444444444445,0.046296296296296294,0.0,1.0,24241,0.05882352941176472
2020,2,8,116,79,37,25,54,29,8,1,29,0.21551724137931033,0.46551724137931033,0.25,0.06896551724137931,0.49999999999999994,0.8660254037844387,24242,0.07407407407407418
2020,3,8,70,49,21,11,43,14,2,0,31,0.15714285714285714,0.6142857142857143,0.2,0.02857142857142857,0.8660254037844386,0.5000000000000001,24243,-0.39655172413793105
2020,4,8,61,43,18,18,23,15,5,0,30,0.29508196721311475,0.3770491803278688,0.2459016393442623,0.08196721311475409,1.0,6.123233995736766e-17,24244,-0.12857142857142856
2020,5,8,62,38,24,20,28,11,3,1,31,0.3225806451612903,0.45161290322580644,0.1774193548387097,0.04838709677419355,0.8660254037844387,-0.4999999999999998,24245,0.016393442622950838
2020,6,8,51,41,10,16,32,2,1,0,30,0.3137254901960784,0.6274509803921569,0.0392156862745098,0.0196078431372549,0.49999999999999994,-0.8660254037844387,24246,-0.17741935483870963
2020,7,8,35,25,10,10,21,4,0,1,31,0.2857142857142857,0.6,0.11428571428571428,0.0,1.2246467991473532e-16,-1.0,24247,-0.3137254901960784
2020,8,8,52,37,15,16,31,5,0,0,31,0.3076923076923077,0.5961538461538461,0.09615384615384616,0.0,-0.4999999999999997,-0.8660254037844388,24248,0.48571428571428577
2020,9,8,46,24,22,9,28,9,0,1,30,0.1956521739130435,0.6086956521739131,0.1956521739130435,0.0,-0.8660254037844385,-0.5000000000000004,24249,-0.11538461538461542
2020,10,8,49,37,12,8,31,7,3,1,31,0.16326530612244897,0.6326530612244898,0.14285714285714285,0.061224489795918366,-1.0,-1.8369701987210297e-16,24250,0.0652173913043479
2020,11,8,3,2,1,1,0,1,1,1,30,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,-0.8660254037844386,0.5000000000000001,24251,-0.9387755102040817
2020,12,8,53,29,24,16,29,8,0,1,31,0.3018867924528302,0.5471698113207547,0.1509433962264151,0.0,-0.5000000000000004,0.8660254037844384,24252,16.666666666666668
2021,1,8,52,18,34,2,4,14,32,2,31,0.038461538461538464,0.07692307692307693,0.2692307692307692,0.6153846153846154,0.0,1.0,24253,-0.018867924528301883
2021,2,8,96,34,62,9,1,43,43,1,28,0.09375,0.010416666666666666,0.4479166666666667,0.4479166666666667,0.49999999999999994,0.8660254037844387,24254,0.8461538461538463
2021,3,8,115,40,75,4,10,39,62,0,31,0.034782608695652174,0.08695652173913043,0.3391304347826087,0.5391304347826087,0.8660254037844386,0.5000000000000001,24255,0.19791666666666674
2021,4,8,99,34,65,3,4,45,47,0,30,0.030303030303030304,0.04040404040404041,0.45454545454545453,0.47474747474747475,1.0,6.123233995736766e-17,24256,-0.13913043478260867
2021,5,8,109,48,61,5,1,25,78,1,31,0.045871559633027525,0.009174311926605505,0.22935779816513763,0.7155963302752294,0.8660254037844387,-0.4999999999999998,24257,0.101010101010101
2021,6,8,116,56,60,7,8,44,57,1,30,0.0603448275862069,0.06896551724137931,0.3793103448275862,0.49137931034482757,0.49999999999999994,-0.8660254037844387,24258,0.06422018348623859
2021,7,8,148,70,78,7,11,48,82,1,31,0.0472972972972973,0.07432432432432433,0.32432432432432434,0.5540540540540541,1.2246467991473532e-16,-1.0,24259,0.27586206896551735
2021,8,8,85,33,52,4,4,35,42,0,31,0.047058823529411764,0.047058823529411764,0.4117647058823529,0.49411764705882355,-0.4999999999999997,-0.8660254037844388,24260,-0.42567567567567566
2021,9,8,132,62,70,5,13,29,85,1,30,0.03787878787878788,0.09848484848484848,0.2196969696969697,0.6439393939393939,-0.8660254037844385,-0.5000000000000004,24261,0.5529411764705883
2021,10,8,153,48,105,7,14,46,86,1,31,0.0457516339869281,0.0915032679738562,0.3006535947712418,0.5620915032679739,-1.0,-1.8369701987210297e-16,24262,0.15909090909090917
2021,11,8,95,31,64,5,7,35,48,2,30,0.05263157894736842,0.07368421052631578,0.3684210526315789,0.5052631578947369,-0.8660254037844386,0.5000000000000001,24263,-0.3790849673202614
2021,12,8,68,37,31,6,5,28,29,2,31,0.08823529411764706,0.07352941176470588,0.4117647058823529,0.4264705882352941,-0.5000000000000004,0.8660254037844384,24264,-0.28421052631578947
2022,1,8,94,31,63,6,8,24,56,1,31,0.06382978723404255,0.0851063829787234,0.2553191489361702,0.5957446808510638,0.0,1.0,24265,0.38235294117647056
2022,2,8,129,57,72,8,3,65,53,1,28,0.06201550387596899,0.023255813953488372,0.5038759689922481,0.4108527131782946,0.49999999999999994,0.8660254037844387,24266,0.37234042553191493
2022,3,8,87,44,43,5,14,37,31,0,31,0.05747126436781609,0.16091954022988506,0.42528735632183906,0.3563218390804598,0.8660254037844386,0.5000000000000001,24267,-0.32558139534883723
2022,4,8,112,60,52,10,13,40,49,0,30,0.08928571428571429,0.11607142857142858,0.35714285714285715,0.4375,1.0,6.123233995736766e-17,24268,0.28735632183908044
2022,5,8,108,66,42,10,13,24,61,1,31,0.09259259259259259,0.12037037037037036,0.2222222222222222,0.5648148148148148,0.8660254037844387,-0.4999999999999998,24269,-0.0357142857142857
2022,6,8,93,51,42,3,10,37,43,1,30,0.03225806451612903,0.10752688172043011,0.3978494623655914,0.46236559139784944,0.49999999999999994,-0.8660254037844387,24270,-0.13888888888888884
2022,7,8,102,50,52,5,16,32,49,1,31,0.049019607843137254,0.1568627450980392,0.3137254901960784,0.4803921568627451,1.2246467991473532e-16,-1.0,24271,0.09677419354838701
2022,8,8,104,48,56,7,6,43,48,0,31,0.0673076923076923,0.057692307692307696,0.41346153846153844,0.46153846153846156,-0.4999999999999997,-0.8660254037844388,24272,0.019607843137254832
2022,9,8,127,52,75,10,11,42,64,1,30,0.07874015748031496,0.08661417322834646,0.33070866141732286,0.5039370078740157,-0.8660254037844385,-0.5000000000000004,24273,0.22115384615384626
2022,10,8,174,63,111,7,9,59,99,1,31,0.040229885057471264,0.05172413793103448,0.3390804597701149,0.5689655172413793,-1.0,-1.8369701987210297e-16,24274,0.3700787401574803
2022,11,8,114,61,53,7,14,31,62,2,30,0.06140350877192982,0.12280701754385964,0.2719298245614035,0.543859649122807,-0.8660254037844386,0.5000000000000001,24275,-0.3448275862068966
2022,12,8,132,66,66,8,5,45,74,1,31,0.06060606060606061,0.03787878787878788,0.3409090909090909,0.5606060606060606,-0.5000000000000004,0.8660254037844384,24276,0.1578947368421053
2023,1,8,148,53,95,12,9,45,82,2,31,0.08108108108108109,0.060810810810810814,0.30405405405405406,0.5540540540540541,0.0,1.0,24277,0.1212121212121211
2023,2,8,100,50,50,1,3,49,47,1,28,0.01,0.03,0.49,0.47,0.49999999999999994,0.8660254037844387,24278,-0.32432432432432434
2023,3,8,121,50,71,5,13,39,64,0,31,0.04132231404958678,0.10743801652892562,0.32231404958677684,0.5289256198347108,0.8660254037844386,0.5000000000000001,24279,0.20999999999999996
2023,4,8,110,30,80,8,8,38,56,0,30,0.07272727272727272,0.07272727272727272,0.34545454545454546,0.509090909090909,1.0,6.123233995736766e-17,24280,-0.09090909090909094
2023,5,8,119,50,69,13,10,25,71,1,31,0.1092436974789916,0.08403361344537816,0.21008403361344538,0.5966386554621849,0.8660254037844387,-0.4999999999999998,24281,0.08181818181818179
2023,6,8,99,46,53,8,4,29,58,1,30,0.08080808080808081,0.04040404040404041,0.29292929292929293,0.5858585858585859,0.49999999999999994,-0.8660254037844387,24282,-0.16806722689075626
2023,7,8,102,36,66,7,9,27,59,1,31,0.06862745098039216,0.08823529411764706,0.2647058823529412,0.5784313725490197,1.2246467991473532e-16,-1.0,24283,0.030303030303030276
2023,8,8,91,42,49,4,8,34,45,0,31,0.04395604395604396,0.08791208791208792,0.37362637362637363,0.4945054945054945,-0.4999999999999997,-0.8660254037844388,24284,-0.10784313725490191
2023,9,8,92,45,47,10,7,29,46,1,30,0.10869565217391304,0.07608695652173914,0.31521739130434784,0.5,-0.8660254037844385,-0.5000000000000004,24285,0.01098901098901095
2023,10,8,97,38,59,4,11,26,56,1,31,0.041237113402061855,0.1134020618556701,0.26804123711340205,0.5773195876288659,-1.0,-1.8369701987210297e-16,24286,0.05434782608695654
2023,11,8,104,43,61,7,10,33,54,2,30,0.0673076923076923,0.09615384615384616,0.3173076923076923,0.5192307692307693,-0.8660254037844386,0.5000000000000001,24287,0.07216494845360821
2023,12,8,91,45,46,8,5,33,45,1,31,0.08791208791208792,0.054945054945054944,0.3626373626373626,0.4945054945054945,-0.5000000000000004,0.8660254037844384,24288,-0.125
2018,2,10,2,2,0,0,0,0,2,1,28,0.0,0.0,0.0,1.0,0.49999999999999994,0.8660254037844387,24218,-0.978021978021978
2018,6,10,1,1,0,0,0,1,0,0,30,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387,24222,-0.5
2018,8,10,1,1,0,0,1,0,0,0,31,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,24224,0.0
2019,4,10,1,1,0,0,1,0,0,0,30,0.0,1.0,0.0,0.0,1.0,6.123233995736766e-17,24232,0.0
2019,6,10,1,1,0,0,1,0,0,0,30,0.0,1.0,0.0,0.0,0.49999999999999994,-0.8660254037844387,24234,0.0
2020,1,10,10,8,2,2,3,0,5,2,31,0.2,0.3,0.0,0.5,0.0,1.0,24241,9.0
2020,2,10,14,12,2,6,2,2,4,1,29,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.49999999999999994,0.8660254037844387,24242,0.3999999999999999
2020,3,10,16,11,5,6,4,4,2,0,31,0.375,0.25,0.25,0.125,0.8660254037844386,0.5000000000000001,24243,0.1428571428571428
2020,4,10,23,14,9,0,10,4,9,0,30,0.0,0.43478260869565216,0.17391304347826086,0.391304347826087,1.0,6.123233995736766e-17,24244,0.4375
2020,5,10,31,26,5,9,12,3,7,1,31,0.2903225806451613,0.3870967741935484,0.0967741935483871,0.22580645161290322,0.8660254037844387,-0.4999999999999998,24245,0.34782608695652173
2020,6,10,6,6,0,3,2,0,1,0,30,0.5,0.3333333333333333,0.0,0.16666666666666666,0.49999999999999994,-0.8660254037844387,24246,-0.8064516129032258
2020,7,10,1,1,0,0,0,0,1,1,31,0.0,0.0,0.0,1.0,1.2246467991473532e-16,-1.0,24247,-0.8333333333333334
2021,1,10,64,38,26,17,28,3,16,2,31,0.265625,0.4375,0.046875,0.25,0.0,1.0,24253,63.0
2021,2,10,121,71,50,30,42,15,34,1,28,0.24793388429752067,0.34710743801652894,0.12396694214876033,0.2809917355371901,0.49999999999999994,0.8660254037844387,24254,0.890625
2021,3,10,113,78,35,45,32,14,22,0,31,0.39823008849557523,0.2831858407079646,0.12389380530973451,0.19469026548672566,0.8660254037844386,0.5000000000000001,24255,-0.06611570247933884
2021,4,10,77,51,26,20,26,13,18,0,30,0.2597402597402597,0.33766233766233766,0.16883116883116883,0.23376623376623376,1.0,6.123233995736766e-17,24256,-0.31858407079646023
2021,5,10,113,74,39,31,44,12,26,1,31,0.2743362831858407,0.3893805309734513,0.10619469026548672,0.23008849557522124,0.8660254037844387,-0.4999999999999998,24257,0.46753246753246747
2021,6,10,101,74,27,36,23,20,22,1,30,0.3564356435643564,0.22772277227722773,0.19801980198019803,0.21782178217821782,0.49999999999999994,-0.8660254037844387,24258,-0.10619469026548678
2021,7,10,114,88,26,56,27,8,23,1,31,0.49122807017543857,0.23684210526315788,0.07017543859649122,0.20175438596491227,1.2246467991473532e-16,-1.0,24259,0.1287128712871286
2021,8,10,125,60,65,52,31,15,27,0,31,0.416,0.248,0.12,0.216,-0.4999999999999997,-0.8660254037844388,24260,0.09649122807017552
2021,9,10,84,58,26,21,24,16,23,1,30,0.25,0.2857142857142857,0.19047619047619047,0.27380952380952384,-0.8660254037844385,-0.5000000000000004,24261,-0.32799999999999996
2021,10,10,103,65,38,25,34,16,28,1,31,0.24271844660194175,0.3300970873786408,0.1553398058252427,0.27184466019417475,-1.0,-1.8369701987210297e-16,24262,0.22619047619047628
2021,11,10,103,74,29,35,29,17,22,2,30,0.33980582524271846,0.2815533980582524,0.1650485436893204,0.21359223300970873,-0.8660254037844386,0.5000000000000001,24263,0.0
2021,12,10,80,61,19,27,29,9,15,2,31,0.3375,0.3625,0.1125,0.1875,-0.5000000000000004,0.8660254037844384,24264,-0.22330097087378642
2022,1,10,108,54,54,45,30,18,15,1,31,0.4166666666666667,0.2777777777777778,0.16666666666666666,0.1388888888888889,0.0,1.0,24265,0.3500000000000001
2022,2,10,81,55,26,29,25,8,19,1,28,0.35802469135802467,0.30864197530864196,0.09876543209876543,0.2345679012345679,0.49999999999999994,0.8660254037844387,24266,-0.25
2022,3,10,95,60,35,21,25,23,26,0,31,0.22105263157894736,0.2631578947368421,0.24210526315789474,0.2736842105263158,0.8660254037844386,0.5000000000000001,24267,0.1728395061728396
2022,4,10,104,78,26,37,30,12,25,0,30,0.3557692307692308,0.28846153846153844,0.11538461538461539,0.2403846153846154,1.0,6.123233995736766e-17,24268,0.09473684210526323
2022,5,10,126,88,38,40,33,25,28,1,31,0.31746031746031744,0.2619047619047619,0.1984126984126984,0.2222222222222222,0.8660254037844387,-0.4999999999999998,24269,0.21153846153846145
2022,6,10,123,82,41,42,34,20,27,1,30,0.34146341463414637,0.2764227642276423,0.16260162601626016,0.21951219512195122,0.49999999999999994,-0.8660254037844387,24270,-0.023809523809523836
2022,7,10,107,57,50,46,35,10,16,1,31,0.42990654205607476,0.32710280373831774,0.09345794392523364,0.14953271028037382,1.2246467991473532e-16,-1.0,24271,-0.13008130081300817
2022,8,10,120,78,42,35,37,26,22,0,31,0.2916666666666667,0.30833333333333335,0.21666666666666667,0.18333333333333332,-0.4999999999999997,-0.8660254037844388,24272,0.12149532710280364
2022,9,10,114,63,51,41,25,23,25,1,30,0.35964912280701755,0.21929824561403508,0.20175438596491227,0.21929824561403508,-0.8660254037844385,-0.5000000000000004,24273,-0.050000000000000044
2022,10,10,106,56,50,25,38,18,25,1,31,0.2358490566037736,0.3584905660377358,0.16981132075471697,0.2358490566037736,-1.0,-1.8369701987210297e-16,24274,-0.07017543859649122
2022,11,10,113,72,41,33,35,16,29,2,30,0.2920353982300885,0.30973451327433627,0.1415929203539823,0.25663716814159293,-0.8660254037844386,0.5000000000000001,24275,0.0660377358490567
2022,12,10,82,56,26,28,29,13,12,1,31,0.34146341463414637,0.35365853658536583,0.15853658536585366,0.14634146341463414,-0.5000000000000004,0.8660254037844384,24276,-0.2743362831858407
2023,1,10,84,50,34,23,27,14,20,2,31,0.27380952380952384,0.32142857142857145,0.16666666666666666,0.23809523809523808,0.0,1.0,24277,0.024390243902439046
2023,2,10,96,58,38,46,24,8,18,1,28,0.4791666666666667,0.25,0.08333333333333333,0.1875,0.49999999999999994,0.8660254037844387,24278,0.1428571428571428
2023,3,10,84,54,30,32,31,7,14,0,31,0.38095238095238093,0.36904761904761907,0.08333333333333333,0.16666666666666666,0.8660254037844386,0.5000000000000001,24279,-0.125
2023,4,10,78,46,32,28,22,17,11,0,30,0.358974358974359,0.28205128205128205,0.21794871794871795,0.14102564102564102,1.0,6.123233995736766e-17,24280,-0.0714285714285714
2023,5,10,100,56,44,38,38,12,12,1,31,0.38,0.38,0.12,0.12,0.8660254037844387,-0.4999999999999998,24281,0.28205128205128216
2023,6,10,75,50,25,31,19,10,15,1,30,0.41333333333333333,0.25333333333333335,0.13333333333333333,0.2,0.49999999999999994,-0.8660254037844387,24282,-0.25
2023,7,10,91,45,46,41,19,14,17,1,31,0.45054945054945056,0.2087912087912088,0.15384615384615385,0.18681318681318682,1.2246467991473532e-16,-1.0,24283,0.21333333333333337
2023,8,10,98,68,30,28,28,22,20,0,31,0.2857142857142857,0.2857142857142857,0.22448979591836735,0.20408163265306123,-0.4999999999999997,-0.8660254037844388,24284,0.07692307692307687
2023,9,10,84,50,34,30,19,15,20,1,30,0.35714285714285715,0.2261904761904762,0.17857142857142858,0.23809523809523808,-0.8660254037844385,-0.5000000000000004,24285,-0.1428571428571429
2023,10,10,72,42,30,31,14,13,14,1,31,0.4305555555555556,0.19444444444444445,0.18055555555555555,0.19444444444444445,-1.0,-1.8369701987210297e-16,24286,-0.1428571428571429
2023,11,10,55,39,16,14,17,14,10,2,30,0.2545454545454545,0.3090909090909091,0.2545454545454545,0.18181818181818182,-0.8660254037844386,0.5000000000000001,24287,-0.23611111111111116
2023,12,10,63,40,23,21,23,9,10,1,31,0.3333333333333333,0.36507936507936506,0.14285714285714285,0.15873015873015872,-0.5000000000000004,0.8660254037844384,24288,0.1454545454545455
2018,1,11,3,2,1,1,1,1,0,2,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,24217,-0.9523809523809523
2018,5,11,1,1,0,0,1,0,0,1,31,0.0,1.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,24221,-0.6666666666666667
2018,8,11,1,1,0,0,1,0,0,0,31,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,24224,0.0
2018,10,11,1,1,0,0,0,1,0,1,31,0.0,0.0,1.0,0.0,-1.0,-1.8369701987210297e-16,24226,0.0
2018,11,11,1,1,0,1,0,0,0,2,30,1.0,0.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,24227,0.0
2019,1,11,1,0,1,1,0,0,0,2,31,1.0,0.0,0.0,0.0,0.0,1.0,24229,0.0
2019,4,11,1,1,0,1,0,0,0,0,30,1.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,24232,0.0
2019,5,11,1,1,0,0,1,0,0,1,31,0.0,1.0,0.0,0.0,0.8660254037844387,-0.4999999999999998,24233,0.0
2019,6,11,2,2,0,0,0,2,0,0,30,0.0,0.0,1.0,0.0,0.49999999999999994,-0.8660254037844387,24234,1.0
2019,7,11,1,0,1,1,0,0,0,1,31,1.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,24235,-0.5
2019,8,11,1,1,0,0,1,0,0,0,31,0.0,1.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,24236,0.0
2019,9,11,1,1,0,0,1,0,0,1,30,0.0,1.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,24237,0.0
2019,11,11,2,2,0,1,0,0,1,2,30,0.5,0.0,0.0,0.5,-0.8660254037844386,0.5000000000000001,24239,1.0
2020,1,11,22,19,3,8,7,5,2,2,31,0.36363636363636365,0.3181818181818182,0.22727272727272727,0.09090909090909091,0.0,1.0,24241,10.0
2020,2,11,11,5,6,5,2,3,1,1,29,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.49999999999999994,0.8660254037844387,24242,-0.5
2020,3,11,11,7,4,5,2,1,3,0,31,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.8660254037844386,0.5000000000000001,24243,0.0
2020,4,11,11,8,3,3,2,3,3,0,30,0.2727272727272727,0.18181818181818182,0.2727272727272727,0.2727272727272727,1.0,6.123233995736766e-17,24244,0.0
2020,5,11,21,13,8,6,7,6,2,1,31,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.09523809523809523,0.8660254037844387,-0.4999999999999998,24245,0.9090909090909092
2020,6,11,4,4,0,0,1,0,3,0,30,0.0,0.25,0.0,0.75,0.49999999999999994,-0.8660254037844387,24246,-0.8095238095238095
2020,7,11,1,0,1,0,1,0,0,1,31,0.0,1.0,0.0,0.0,1.2246467991473532e-16,-1.0,24247,-0.75
2020,8,11,3,0,3,1,1,1,0,0,31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-0.4999999999999997,-0.8660254037844388,24248,2.0
2020,10,11,1,1,0,1,0,0,0,1,31,1.0,0.0,0.0,0.0,-1.0,-1.8369701987210297e-16,24250,-0.6666666666666667
2021,1,11,454,303,151,111,115,50,178,2,31,0.2444933920704846,0.2533039647577093,0.11013215859030837,0.3920704845814978,0.0,1.0,24253,453.0
2021,2,11,1341,957,384,367,488,220,266,1,28,0.27367636092468306,0.3639075316927666,0.16405667412378822,0.19835943325876212,0.49999999999999994,0.8660254037844387,24254,1.9537444933920707
2021,3,11,1562,1184,378,373,553,268,368,0,31,0.23879641485275288,0.354033290653009,0.17157490396927016,0.235595390524968,0.8660254037844386,0.5000000000000001,24255,0.16480238627889632
2021,4,11,1491,1100,391,267,531,244,449,0,30,0.1790744466800805,0.3561368209255533,0.1636485580147552,0.301140174379611,1.0,6.123233995736766e-17,24256,-0.045454545454545414
2021,5,11,1132,820,312,302,419,207,204,1,31,0.2667844522968198,0.37014134275618377,0.18286219081272084,0.18021201413427562,0.8660254037844387,-0.4999999999999998,24257,-0.2407780013413816
2021,6,11,910,702,208,273,331,150,156,1,30,0.3,0.3637362637362637,0.16483516483516483,0.17142857142857143,0.49999999999999994,-0.8660254037844387,24258,-0.19611307420494695
2021,7,11,819,598,221,273,246,120,180,1,31,0.3333333333333333,0.30036630036630035,0.14652014652014653,0.21978021978021978,1.2246467991473532e-16,-1.0,24259,-0.09999999999999998
2021,8,11,463,342,121,154,122,73,114,0,31,0.3326133909287257,0.2634989200863931,0.15766738660907129,0.24622030237580994,-0.4999999999999997,-0.8660254037844388,24260,-0.4346764346764347
2021,9,11,389,314,75,129,127,45,88,1,30,0.33161953727506427,0.3264781491002571,0.11568123393316196,0.2262210796915167,-0.8660254037844385,-0.5000000000000004,24261,-0.15982721382289422
